,dependency,repo,dependencyType,monthsFromAbandonmentToRemoval,depAbandonedAt,abandonmentTypeBinary,statusEver,repoAgeAtAbandonment,totalNumDependencies,numNormalDeps,numDevDeps,totalDependencyChurn,repoSize,numCommits,numMaintainers,numCorporateCommits,useDepManagementTools,hasCoC,hasContributing,hasLicense,hasIssueTemplate,hasPRTemplate,hasREADME,numREADMEHeaders,avgTechnicalLagDays,medianTechnicalLagDays,hasTechnicalLag,numIssuesOpened,numIssuesClosed,latestCommit,numStarsCurrent
528,electron-compile,mamaheux/Adaptone-app,dependency,NA,4/1/19,explicit-notice,0,3,47,3,44,54,4872,55,3,0,0,0,0,0,0,0,1,10,52.3255814,0,1,0,0,2/1/20,0
533,decouple,Mango/slideout,dependency,NA,1/1/18,activity-based,0,35,10,2,8,0,164,1,1,0,0,0,1,1,0,0,1,32,274.75,341,1,30,9,3/1/18,7962
771,crossfilter,mantal/MTG-deck-analyser,dependency,NA,2/1/17,activity-based,0,2,35,6,29,42,176,14,1,0,0,0,0,1,0,0,1,5,35.15151515,0,1,0,0,6/1/17,0
552,xtend,mapbox/geojson-mapnikify,dependency,NA,8/1/20,explicit-notice,0,76,15,9,6,3,392,9,3,0,1,0,0,1,0,0,1,6,502.9230769,0,1,0,0,12/1/20,38
649,request,marcells/node-build-monitor,dependency,NA,2/1/20,explicit-notice,0,71,25,12,13,6,3392,74,7,1,1,1,0,1,0,0,1,39,383.2083333,357.5,1,16,8,11/1/21,349
776,stylelint-processor-styled-components,Marfeel/MarfeelCodingStandards,dependency,NA,8/1/19,explicit-notice,0,18,12,10,2,27,304,483,25,0,0,0,0,0,1,0,1,3,50.90909091,0,1,1,1,9/1/20,4
289,sw-toolbox,mariamdawa/newsletter,dependency,NA,4/1/19,explicit-notice,0,7,20,18,2,20,384,1,1,0,0,0,0,0,0,0,0,-1,340.7894737,314,1,0,0,4/1/21,0
934,grunt-usemin,MarioArnt/ng-resume,dependency,NA,4/1/18,explicit-notice,0,30,38,36,2,0,1796,0,0,0,0,0,0,0,0,0,1,3,422.8648649,426,1,0,0,7/1/18,0
219,es7-shim,MariusAlch/json-to-ts,dependency,NA,12/1/20,explicit-notice,0,47,8,3,5,1,180,3,1,0,0,0,0,0,0,0,1,8,548,442,1,1,0,6/1/22,376
58,space-pen,mark-hahn/search-all-keybindings,dependency,NA,7/1/15,explicit-notice,0,9,6,6,0,8,300,9,3,0,0,0,0,1,0,0,1,2,280.4,0,1,2,2,8/1/15,0
886,extract-text-webpack-plugin,markbame/react-ssr-hmr-invoice-system,dependency,NA,5/1/19,explicit-notice,0,6,58,52,6,59,18276,10,1,0,0,0,0,0,0,0,1,5,110.0566038,0,1,0,0,7/1/19,0
753,jsurl,markgoetz/reactionizer,dependency,NA,2/1/18,activity-based,0,21,39,8,31,0,16120,11,1,0,0,0,1,1,0,0,1,9,172.8648649,81,1,0,0,8/1/22,0
432,json-markup,Marko-Jankovic/Rhema,dependency,10,11/1/18,activity-based,1,9,53,41,12,97,1736,28,1,0,1,0,0,0,0,0,1,2,90.04,0,1,0,0,10/1/23,21
490,react-faux-dom,markusonnela/protopaja,dependency,NA,9/1/20,explicit-notice,0,2,22,14,8,42,1444,20,2,0,0,0,0,0,0,0,1,2,16.6,0,1,0,0,4/1/21,0
450,isomorphic-fetch,marogef/node-capstone-shoppers-guide-bestbuy,dependency,NA,12/1/17,activity-based,0,11,38,35,3,40,908,89,1,0,0,0,0,0,0,0,1,1,87.86486486,0,1,0,0,7/1/18,0
390,coffee-react,marquee/static-sdk,dependency,NA,10/1/16,explicit-notice,0,24,34,31,3,28,964,164,1,0,0,0,0,1,0,0,1,2,130.0625,0,1,0,0,12/1/17,2
136,bootstrap-multiselect,masgeek/pizzaout-api,dependency,NA,6/1/18,activity-based,0,8,18,18,0,22,90624,718,2,0,0,0,0,1,0,0,1,8,114.1428571,0,1,0,0,12/1/19,0
5,@adonisjs/ignitor,mateusPPinh/adonis,dependency,NA,3/1/20,explicit-notice,0,6,11,10,1,11,520,3,2,0,0,0,0,0,0,0,1,1,187.8,0,1,0,0,6/1/20,1
281,react-toggle-button,matheusMFCosta/redux.action.oriented,dependency,NA,12/1/17,activity-based,0,4,60,34,26,61,1272,6,1,0,0,0,0,0,0,0,1,8,381.1052632,378,1,0,0,1/1/18,0
216,emojione-assets,mathigon/textbooks,devDependency,12,8/1/19,explicit-notice,1,49,18,4,14,42,121952,303,1,0,0,0,1,0,0,0,1,4,81.94117647,0,1,4,0,12/1/23,345
556,react-navigation-drawer,Matilda-bit/GoB7,dependency,NA,2/1/20,explicit-notice,0,1,21,19,2,25,1300,25,1,0,0,0,0,0,0,0,0,-1,29.11111111,0,1,0,0,1/1/21,0
714,request,matmar10/simple-open-exchange-rates,dependency,NA,2/1/20,explicit-notice,0,66,5,2,3,0,108,0,0,0,0,0,0,0,0,0,1,5,450.5,308.5,1,0,0,4/1/20,1
906,json-loader,mattcpchen/rx-space-shooter,dependency,NA,8/1/18,explicit-notice,0,20,20,14,6,0,3112,0,0,0,0,0,0,0,0,0,1,2,338.6666667,410,1,0,0,6/1/20,0
294,sw-toolbox,mattdays/milleniaires-app,dependency,NA,4/1/19,explicit-notice,0,6,37,35,2,52,780532,27,3,0,0,1,1,1,1,1,1,1,182.6285714,175,1,0,0,6/1/19,0
478,@ngrx/core,matthewkeil/ServeRX,dependency,2,8/1/17,activity-based,1,3,42,24,18,42,2540,19,1,0,1,0,1,1,0,0,1,8,4.2,0,1,0,0,2/1/18,0
27,reactify,mattm/abtestcalculator,devDependency,NA,6/1/16,explicit-notice,0,19,28,5,23,0,232,0,0,0,0,0,0,1,0,0,1,5,192.1851852,116,1,0,0,2/1/22,74
794,co,maxdome/dumpinator,dependency,NA,1/1/17,activity-based,0,2,23,14,9,44,228,164,2,0,0,0,0,1,0,0,1,35,6.1,0,1,0,0,4/1/17,6
768,gulp-install,mayaa6/slush-google,dependency,NA,4/1/17,activity-based,0,1,9,9,0,9,476,10,1,0,0,0,1,1,0,0,1,7,258.25,164,1,0,0,1/1/20,1
451,react-html5video,mbex71/spmb,dependency,NA,10/1/18,activity-based,0,9,14,13,1,14,78964,13,1,0,0,0,0,0,0,0,1,125,42.23076923,0,1,0,0,11/1/18,0
852,eslint-loader,mbouchenoire/lowfer,dependency,NA,9/1/20,explicit-notice,0,3,93,90,3,98,2732,38,2,0,0,0,0,1,0,0,1,1,124.8275862,22,1,20,3,1/1/23,102
167,split,mcclowes/jane-frisby-casting-site,dependency,NA,7/1/19,explicit-notice,0,21,36,29,7,0,1040,6,1,0,0,0,0,0,0,0,1,0,178.1935484,0,1,0,0,4/1/23,0
419,lodash-node,mcfog/higari,dependency,NA,11/1/17,explicit-notice,0,37,17,8,9,3,748,2,1,0,0,0,0,0,0,0,0,-1,277.8125,112.5,1,1,0,1/1/23,12
264,three-orbitcontrols,mclittle/contour.js,dependency,NA,12/1/19,explicit-notice,0,4,10,7,3,10,10168,8,1,0,0,0,0,1,0,0,1,1,14.875,0,1,0,0,5/1/22,3
823,progress,mcollina/autocannon,dependency,NA,1/1/19,activity-based,0,34,22,17,5,66,428,123,5,0,1,0,0,1,0,0,1,15,23.88888889,0,1,23,15,11/1/23,7376
703,request,me945/storit-tracker,dependency,NA,2/1/20,explicit-notice,0,2,8,8,0,12,200,30,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,7/1/20,0
609,reflux-core,MEggersZA/refluxar,dependency,NA,3/1/17,activity-based,0,5,2,2,0,2,52,9,1,0,0,0,0,0,0,0,0,-1,197,197,1,0,0,6/1/17,0
195,shortid,Memkits/wanderlist,dependency,20,7/1/20,explicit-notice,1,52,3,2,1,10,508,18,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,12/1/23,7
178,ionic-plugin-keyboard,MenezesVinicius/iuris,dependency,NA,1/1/18,explicit-notice,0,3,27,25,2,27,3848,11,1,0,0,0,0,0,0,0,1,2,73.76,90,1,0,0,2/1/18,0
660,request,mengchengtech/api-sdk-nodejs,dependency,NA,2/1/20,explicit-notice,0,14,5,5,0,0,64,0,0,0,0,0,0,0,0,0,1,0,159.3333333,0,1,0,0,10/1/22,1
692,request,merlox/roshambo-backend,dependency,NA,2/1/20,explicit-notice,0,2,39,21,18,39,344,28,1,0,0,0,0,1,0,0,0,-1,36.65789474,0,1,0,0,3/1/20,2
876,extract-text-webpack-plugin,mesolex/mesolex,dependency,NA,5/1/19,explicit-notice,0,12,33,33,0,53,1288,244,1,0,0,0,0,0,0,0,1,8,49.3125,0,1,2,0,10/1/21,5
236,ethereumjs-util,METADIUM/meta-governance-dapp,dependency,NA,2/1/20,explicit-notice,0,12,21,14,7,220,428,199,5,0,0,0,0,1,0,0,1,4,114.0526316,0,1,0,0,11/1/23,1
3,angularjs-datepicker,metakgp/dashboard-beta,dependency,NA,7/1/17,activity-based,0,4,57,49,8,57,9336,55,2,0,0,0,1,1,0,0,1,4,31.09090909,0,1,10,2,11/1/19,6
807,icalendar,mfernandezfunes/t2-ServidorRest,dependency,NA,8/1/20,explicit-notice,0,14,15,14,1,7,328,2,1,0,0,0,0,0,0,0,1,0,23.85714286,0,1,0,0,5/1/23,0
158,ember-cli-node-assets,mhretab/ember-cli-cropper,dependency,NA,12/1/17,activity-based,0,33,23,5,18,51,660,17,3,0,0,0,0,1,0,0,1,7,75.55,0,1,4,2,9/1/22,41
863,eslint-loader,micah-rose/burger-builder-rematch,dependency,NA,9/1/20,explicit-notice,0,3,70,69,1,73,1480,253,1,0,0,0,0,0,0,0,1,12,144.0149254,105,1,0,0,1/1/21,0
382,react-chartjs,michalmuchakr/tournament_manager,dependency,0,6/1/18,explicit-notice,1,2,20,19,1,39,1376,21,2,0,0,0,0,0,0,0,1,0,57.05263158,0,1,0,0,5/1/20,2
47,cordova-plugin-console,MichalZak/min2,dependency,NA,9/1/17,explicit-notice,0,3,46,42,4,55,8692,14,1,0,0,0,0,0,0,0,1,2,40.37777778,0,1,0,0,1/1/18,1
505,vue-resource,migda/laravel-vue-admin,dependency,NA,1/1/19,activity-based,0,16,12,12,0,3,1180,15,2,0,0,0,0,0,0,0,1,3,63.5,0,1,0,0,5/1/19,25
486,fstream,MikeBild/dropstack-cli,dependency,NA,4/1/17,activity-based,0,3,10,10,0,11,96,51,1,0,0,0,0,1,0,0,1,11,15.11111111,0,1,0,0,11/1/17,3
132,react-native-swipeout,MinhCuongIT/UDQLBNTD,dependency,NA,6/1/19,explicit-notice,0,3,25,20,5,43,15700,97,3,0,0,0,0,0,0,0,1,1,54.90909091,0,1,0,0,7/1/19,5
8,glob-promise,ministryofjustice/fb-runtime-node,dependency,NA,12/1/18,activity-based,0,6,9,5,4,27,352,58,1,0,0,0,0,0,0,0,1,5,81.5,0,1,0,0,1/1/20,0
770,socket.io-emitter,mirazle/talkn,dependency,1,3/1/18,activity-based,1,4,23,13,10,53,7160,157,1,0,0,0,0,0,0,0,1,1,27.95,0,1,0,0,7/1/23,0
157,ember-cli-node-assets,mirego/ember-boilerplate,dependency,4,12/1/17,activity-based,1,31,45,37,8,157,724,94,3,0,0,0,0,0,0,0,1,20,0.56097561,0,1,0,0,10/1/22,34
731,request,miroculus/lambda-awsCostReporter,dependency,NA,2/1/20,explicit-notice,0,33,8,5,3,6,132,7,1,0,0,0,0,0,0,0,1,6,265.5714286,215,1,0,0,8/1/20,14
744,rollup-plugin-commonjs,mite-ui/mite-toolkit,dependency,23,12/1/19,explicit-notice,1,4,16,16,0,22,100,15,1,0,0,0,0,0,0,0,1,2,3.066666667,0,1,0,0,9/1/23,1
877,extract-text-webpack-plugin,mitodl/micromasters,dependency,9,5/1/19,explicit-notice,1,38,125,124,1,3,17432,308,5,0,0,0,0,1,0,1,1,25,212.8389831,0,1,87,66,10/1/23,28
315,gulp-util,mjbp/storm-gel-scaffold,dependency,NA,12/1/17,explicit-notice,0,10,36,35,1,36,548,2,1,0,0,0,0,0,0,0,1,19,158.2,0,1,0,0,1/1/18,0
613,request,mjkelly/autocard,dependency,NA,2/1/20,explicit-notice,0,18,7,7,0,0,72,0,0,0,0,0,0,1,0,0,1,5,12.16666667,0,1,0,0,7/1/22,0
488,nopt,mlasak/wptreport,dependency,NA,1/1/17,activity-based,0,33,3,3,0,1,212,8,1,0,0,0,0,1,0,0,1,4,314.5,314.5,1,0,0,10/1/18,2
833,eslint-loader,mmih/burger-bulder,dependency,NA,9/1/20,explicit-notice,0,5,59,59,0,61,976,4,1,0,0,0,0,0,0,0,1,12,173.9642857,161,1,0,0,1/1/21,0
499,vue-resource,mmiker/falcon,dependency,NA,1/1/19,activity-based,0,19,21,9,12,54,1064,11,2,0,0,0,0,0,0,0,1,12,9.842105263,0,1,0,0,5/1/19,0
299,sw-toolbox,mobileproximo/mobileversion2,dependency,NA,4/1/19,explicit-notice,0,3,44,42,2,47,18664,8,2,0,0,0,0,0,0,0,0,-1,148.6428571,58,1,0,0,6/1/19,0
946,@zeit/next-css,mohsen1/nice-commander,dependency,NA,12/1/20,explicit-notice,0,12,65,36,29,161,1008,765,3,0,1,0,0,0,0,0,1,5,12.56451613,0,1,0,0,10/1/22,3
651,request,mojoaxel/thredds-browser,dependency,NA,2/1/20,explicit-notice,0,35,15,15,0,0,76,0,0,0,0,0,0,0,0,0,1,3,198.8571429,0,1,0,0,9/1/23,0
925,mongodb-download,mongodb-js/mongodb-prebuilt,dependency,NA,1/1/19,activity-based,0,39,9,5,4,6,416,11,3,0,0,0,0,1,0,0,1,4,442.25,316,1,2,1,1/1/20,57
720,request,MonkeyAndres/animeflv-scrapper,dependency,0,2/1/20,explicit-notice,1,14,10,4,6,65,360,56,1,0,0,0,0,1,0,0,1,10,17.55555556,0,1,3,3,10/1/20,13
659,request,mose/hubot-census,dependency,NA,2/1/20,explicit-notice,0,32,4,2,2,0,31260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1/1/21,3
81,angular-font-awesome,mostafahamed15/clue-apps,dependency,NA,11/1/18,explicit-notice,0,1,35,16,19,35,1112,5,1,0,0,0,0,0,0,0,1,7,40.35294118,0,1,0,0,8/1/20,0
960,gulp-usemin,mozilla/codemoji,dependency,NA,9/1/17,explicit-notice,0,19,38,38,0,0,13116,0,0,0,0,0,1,1,0,0,1,5,220.0606061,46,1,1,1,11/1/17,22
143,karma-sourcemap-loader,mozilla/donate.mozilla.org,devDependency,NA,1/1/17,activity-based,0,19,69,51,18,140,4824,1104,28,0,1,0,0,1,0,0,1,8,245.8709677,264.5,1,44,25,2/1/20,63
781,restify-cors-middleware,mozilla/ensemble-transposer,dependency,1,7/1/18,activity-based,1,8,11,6,5,47,348,160,1,0,1,0,0,1,0,0,1,4,0.3,0,1,15,8,6/1/23,10
504,vue-resource,MrLeo/vue2-demo,dependency,NA,1/1/19,activity-based,0,27,41,10,31,0,8512,0,0,0,0,0,0,0,0,0,1,9,377.425,444.5,1,0,0,6/1/19,3
624,request,MrMPerial/magic-db,dependency,NA,2/1/20,explicit-notice,0,14,7,7,0,2,124,5,3,0,1,0,0,0,0,0,0,-1,63.6,0,1,1,0,2/1/23,1
121,toastr,mszalbach/bns-profit-calc,dependency,NA,9/1/18,activity-based,0,15,20,19,1,71,732,51,2,0,0,0,0,1,0,0,1,4,196.2105263,245,1,0,0,5/1/19,2
438,irc,MTRNord/freifunk-bot,dependency,NA,7/1/17,activity-based,0,19,15,14,1,101,176,146,3,0,1,0,1,1,0,0,1,0,0,0,0,5,5,11/1/19,1
305,angular-local-storage,mvs-org/mvs-htmls,dependency,NA,9/1/17,activity-based,0,11,31,26,5,31,6248,159,4,0,0,0,0,1,0,0,1,2,27.73333333,0,1,0,0,11/1/19,6
118,codeclimate-test-reporter,naaman233/savor,dependency,NA,4/1/18,explicit-notice,0,20,15,15,0,10,220,4,1,0,0,0,0,1,0,0,1,8,279.8461538,83,1,0,0,5/1/20,0
580,react-navigation-tabs,Nair18/PassionPro,dependency,NA,2/1/20,explicit-notice,0,5,42,32,10,53,6824,21,1,0,0,0,0,0,0,0,0,-1,63.5,0,1,22,0,6/1/20,5
565,react-navigation-stack,NaluFigueira/rocketshoesMobile,dependency,NA,2/1/20,explicit-notice,0,3,38,21,17,38,992,13,1,0,0,0,0,0,0,0,1,1,29.25,0,1,0,0,9/1/20,2
385,node-horseman,nanobox-io/nanobox-guides,dependency,NA,11/1/17,explicit-notice,0,14,41,41,0,7,8540,396,5,0,0,0,1,0,0,0,1,10,419.5675676,256,1,27,17,2/1/21,11
940,setimmediate,nathaniel83/react-hacker-news,dependency,NA,3/1/18,activity-based,0,41,25,22,3,5,516,1,1,0,0,0,0,1,0,0,1,5,268.0833333,350,1,0,0,10/1/18,0
508,tslint,nativescript-community/ui-material-components,devDependency,6,1/1/20,explicit-notice,1,18,28,0,28,700,11240,511,1,0,0,0,0,1,1,0,1,4,24.54166667,0,1,47,38,11/1/23,207
828,gulp-define-module,navFooh/web-project-template,dependency,NA,1/1/17,activity-based,0,26,17,17,0,37,368,85,1,0,0,0,0,0,0,0,1,3,22.86666667,0,1,0,0,4/1/21,2
21,govuk-elements-sass,Navi0419/cmg-next-generation-services-prototype-application,dependency,NA,4/1/20,explicit-notice,0,9,37,34,3,38,52316,221,2,0,0,0,0,0,0,0,0,-1,144.7777778,0,1,0,0,7/1/20,0
444,isomorphic-fetch,navikt/modiasyfofront,dependency,30,12/1/17,activity-based,1,15,85,31,54,70,2560,451,2,0,0,0,0,0,0,0,0,-1,394.0810811,430,1,0,0,12/1/23,0
519,tslint,navikt/nav-dekoratoren,devDependency,9,1/1/20,explicit-notice,1,8,102,51,51,268,1748,477,4,0,0,0,0,0,0,0,1,7,52.26262626,0,1,1,0,12/1/23,9
743,rollup-plugin-commonjs,ndaidong/gcc-min,dependency,5,12/1/19,explicit-notice,1,19,11,9,2,23,124,15,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,5/1/21,1
581,react-navigation-tabs,nelsonplinio/Twitter-React-Native,dependency,NA,2/1/20,explicit-notice,0,3,21,13,8,21,928,3,1,0,0,0,0,0,0,0,0,-1,55,0,1,0,0,6/1/20,5
306,angular-local-storage,nero520/omni-notes-desktop,dependency,NA,9/1/17,activity-based,0,18,21,20,1,30,1396,124,2,0,0,0,0,1,0,0,1,9,42.35,0,1,0,0,4/1/18,0
373,tomlify-j0.4,netlify/netlify-statuskit,dependency,NA,5/1/18,activity-based,0,18,30,30,0,4,37900,29,2,0,0,1,1,1,1,1,1,10,299.3793103,285,1,7,4,11/1/22,239
741,rollup-plugin-commonjs,neuekit/neuekit,devDependency,3,12/1/19,explicit-notice,1,50,17,0,17,127,1380,66,1,0,0,0,0,1,0,0,1,7,17.3125,0,1,13,1,1/1/22,5
954,react-tap-event-plugin,Neufund/ESOP-ui,dependency,NA,5/1/18,explicit-notice,0,14,47,37,10,20,692,194,1,0,1,0,0,1,0,0,1,12,79.11111111,0,1,0,0,6/1/21,12
92,mailgun-js,NextNC/nestjs-mailgun,dependency,9,12/1/20,explicit-notice,1,9,20,3,16,37,372,17,3,0,1,0,1,1,0,0,1,11,165.7894737,152,1,3,3,8/1/23,26
185,shortid,nhensoi123/user-management-nodejs,dependency,NA,7/1/20,explicit-notice,0,12,8,7,1,8,228,3,1,0,0,0,0,0,0,0,1,0,79,0,1,0,0,4/1/21,0
20,govuk-elements-sass,nhsbsa/evl,dependency,NA,4/1/20,explicit-notice,0,1,38,33,5,64,1652,32,1,0,0,0,0,0,0,0,0,-1,124.4864865,0,1,0,0,5/1/20,0
91,mailgun-js,Nickchoe/Linklater,dependency,NA,12/1/20,explicit-notice,0,27,20,16,4,2,2016,13,2,0,0,0,0,0,0,0,1,3,193.9444444,0,1,0,0,2/1/22,0
448,isomorphic-fetch,nickyhajal/technicalalpha,dependency,NA,12/1/17,activity-based,0,3,17,17,0,17,2580,21,1,0,0,0,0,0,0,0,1,1,36.375,0,1,0,0,1/1/18,0
929,woocommerce-api,nicolasvarob/react-woocommerce,dependency,NA,7/1/19,explicit-notice,0,7,4,3,1,22,14100,33,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,12/1/19,1
924,stickyfilljs,Nicscott01/bric,dependency,NA,10/1/20,explicit-notice,0,34,22,5,17,3,4048,22,2,0,0,0,0,0,0,0,1,5,152.2380952,0,1,0,0,5/1/22,0
956,react-tap-event-plugin,nightsky108/presidential.io,dependency,NA,5/1/18,explicit-notice,0,16,47,14,33,0,612,0,0,0,0,0,0,1,0,0,1,2,191.8478261,184.5,1,0,0,12/1/21,0
144,isomorphic-relay,nitruxa/beerdibs,dependency,NA,3/1/17,activity-based,0,6,55,37,18,55,2352,25,1,0,0,0,0,0,0,0,1,1,48.53061224,0,1,0,0,7/1/17,0
735,babyparse,njung/penda,dependency,NA,9/1/17,explicit-notice,0,16,69,69,0,31,3844,43,1,0,0,0,0,0,0,0,1,5,376.7115385,388.5,1,0,0,10/1/17,1
577,react-navigation-tabs,nnajiabraham/Proplay-mobile,dependency,1,2/1/20,explicit-notice,1,4,45,26,19,55,15192,48,2,0,0,0,0,0,0,0,1,0,30,0,1,0,0,3/1/20,0
22,phantom,nnedevn/job-search-organizer,dependency,NA,7/1/18,explicit-notice,0,6,22,17,5,23,292,34,4,0,0,0,0,0,0,0,1,5,63.78947368,0,1,1,0,9/1/18,0
12,autoprefixer-core,NoProtocol/gulp-noprotocol,dependency,1,9/1/15,explicit-notice,1,13,19,16,3,67,92,14,1,0,0,0,0,0,0,0,1,5,61.16666667,0,1,0,0,10/1/19,1
439,google-translate-api,Norway174/Peanut-DiscordBot,dependency,18,12/1/17,activity-based,1,4,7,7,0,11,220,40,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,6/1/21,1
174,fontgen-loader,notagency/notagency.ru,dependency,10,1/1/17,activity-based,1,11,57,47,10,70,780,55,1,0,0,0,0,0,0,0,0,-1,6.132075472,0,1,0,0,7/1/23,1
724,request,nqminds/nqm-databot-store,dependency,NA,2/1/20,explicit-notice,0,40,27,27,0,0,24,0,0,0,0,0,0,0,0,0,1,5,152.3333333,0,1,0,0,6/1/21,0
700,request,nstapelbroek/shoud-i-read-this,dependency,NA,2/1/20,explicit-notice,0,32,4,3,1,0,152,0,0,0,0,0,0,0,0,0,1,4,18.66666667,0,1,0,0,4/1/20,1
130,react-async-component,nutstick/typescript-reactql-starter-kit,dependency,NA,4/1/18,activity-based,0,15,149,53,96,332,1712,39,1,0,0,0,0,1,0,0,1,11,29.32394366,0,1,0,0,5/1/18,8
407,loglevel-plugin-prefix,NYPL-discovery/node-nypl-data-api-client,dependency,NA,12/1/18,activity-based,0,20,19,12,7,0,156,6,1,0,0,0,0,0,0,0,1,8,137.7777778,0,1,1,0,12/1/21,2
464,jeet,o5r/wordpress-gulp-jade-stylus,dependency,NA,5/1/18,activity-based,0,34,24,23,1,0,188,4,1,0,0,0,0,0,0,0,1,13,465.8181818,560.5,1,0,0,11/1/20,10
200,shortid,octopusthink/ghost-ship,dependency,NA,7/1/20,explicit-notice,0,11,64,50,14,73,1192,31,5,0,1,0,0,1,0,0,1,6,53.03333333,0,1,19,4,3/1/21,2
673,request,oiramalli/freshdesk-exporter,dependency,NA,2/1/20,explicit-notice,0,4,8,5,3,8,1768,2,1,0,0,0,0,1,0,0,1,5,39.14285714,0,1,0,0,6/1/21,0
812,typings,OliverJAsh/untitled,dependency,NA,6/1/17,explicit-notice,0,14,10,10,0,2,456,41,1,0,0,0,0,0,0,0,1,7,21.75,0,1,0,0,5/1/18,0
262,cropper,opendatakosovo/mentorship-main,dependency,NA,8/1/20,explicit-notice,0,9,61,61,0,61,262220,107,2,0,0,1,1,1,1,1,1,6,169.637931,0,1,0,0,3/1/21,0
352,i18next-xhr-backend,openemr/openemr,dependency,NA,4/1/20,explicit-notice,0,75,57,43,14,84,148348,791,10,0,0,1,1,1,1,1,1,11,29.92592593,0,1,298,265,11/1/23,2420
395,karma-phantomjs-launcher,opensheetmusicdisplay/opensheetmusicdisplay,devDependency,2,12/1/17,activity-based,1,22,45,6,39,55,7632,98,5,0,1,0,0,1,0,0,1,1,0,0,0,46,31,11/1/23,1259
338,chosen-js,OpenStackweb/openstack-org,dependency,NA,1/1/20,explicit-notice,0,64,100,69,31,7,92128,528,3,0,0,0,0,1,0,0,1,8,293.2391304,0,1,1,1,12/1/23,14
726,request,oscb/pocket-tools-api,dependency,NA,2/1/20,explicit-notice,0,22,54,51,3,43,780,20,1,0,0,0,0,0,0,0,0,-1,45.875,0,1,0,0,4/1/20,1
511,tslint,osmottawa/data-research,dependency,NA,1/1/20,explicit-notice,0,42,55,52,3,0,311948,21,1,0,0,0,0,0,0,0,1,1,370.4468085,227,1,0,0,5/1/22,1
259,feathers-rest,osrts/osrts-backend,dependency,1,2/1/18,explicit-notice,1,9,33,28,5,92,664,15,1,0,0,0,0,1,0,0,1,11,28.5,0,1,0,0,4/1/18,2
809,postcss-easy-import,othree/rison.io,dependency,NA,9/1/18,activity-based,0,6,5,5,0,7,216,36,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,2/1/23,3
220,gatsby-plugin-html-attributes,ovsw/mdc-app,dependency,NA,2/1/20,explicit-notice,0,13,59,43,16,50,6608,251,1,0,0,0,0,0,0,0,1,3,47.61818182,0,1,0,0,9/1/23,0
719,request,PakL/TTVStreamerTool,dependency,0,2/1/20,explicit-notice,1,37,18,14,4,44,1400,200,1,0,0,0,0,1,1,0,1,4,51.23529412,0,1,3,3,2/1/23,3
99,gulp-jspm,pandreyn/petkevich.info,dependency,NA,3/1/17,explicit-notice,0,17,70,70,0,0,312,0,0,0,0,0,0,1,0,0,1,1,115.969697,0,1,0,0,11/1/17,0
73,babel-preset-env,patrickfatrick/gregorian,devDependency,29,7/1/17,explicit-notice,1,22,13,0,13,31,1796,19,1,0,0,0,0,1,0,0,1,19,27.83333333,0,1,0,0,1/1/23,6
646,request,patrickpissurno/fastify-vhost,devDependency,NA,2/1/20,explicit-notice,0,19,11,3,8,30,320,26,1,0,0,0,0,1,0,0,1,14,0,0,0,2,2,1/1/23,22
2,angularjs-datepicker,patrickt-rxsend/salesreport,dependency,NA,7/1/17,activity-based,0,1,23,19,4,23,304,11,1,0,0,0,0,0,0,0,1,2,18.72727273,17,1,0,0,9/1/18,0
50,apiai,paulngouchet/CS591_FinalProject,dependency,NA,2/1/19,explicit-notice,0,20,26,26,0,0,5156,0,0,0,0,0,0,0,0,0,1,4,441.7083333,323.5,1,0,0,8/1/20,1
442,isomorphic-fetch,paulovitorbal/churrasco,dependency,NA,12/1/17,activity-based,0,4,353,353,0,353,4476,9,2,0,0,0,0,0,0,0,0,-1,145.9567723,0,1,0,0,9/1/18,0
941,@zeit/next-css,pavithrakarumanchi/KStack,dependency,NA,12/1/20,explicit-notice,0,5,13,13,0,13,520,2,1,0,0,0,0,0,0,0,1,1,35.41666667,0,1,0,0,7/1/21,0
394,json-parser,PeculiarVentures/fortify-prepare,dependency,NA,6/1/19,explicit-notice,0,20,8,5,3,0,76,1,1,0,0,0,0,1,0,0,0,-1,135.1428571,0,1,0,0,1/1/20,0
585,react-autocomplete,perezperret/postsec_api_sample,dependency,NA,11/1/18,explicit-notice,0,1,8,4,4,8,576,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11/1/19,0
544,quasar-extras,peter-ohara/pasco-vue,dependency,NA,12/1/18,explicit-notice,0,15,68,17,51,1,9772,53,2,0,0,0,0,0,0,0,1,6,185.6363636,115,1,0,0,5/1/19,0
402,fs-promise,peterrupa/mark-api,dependency,NA,5/1/17,explicit-notice,0,1,22,13,9,22,196,17,1,0,0,0,0,0,0,0,1,3,92.95238095,0,1,0,0,11/1/17,0
